proper_time,time,nodes,dofs,levels,alpha,mass
6.692651182121134,14.83978796005249,875,715,23,0.5724871911282361,5.104166666666667
6.692656641784599,14.839797496795654,875,715,23,0.5724872262998199,5.104166666666667
6.692661691973605,14.839806318283081,888,721,24,0.5724872588367355,5.104166666666667
6.692664421805621,14.839811086654663,888,721,24,0.572487276429275,5.104166666666667
6.692667151637721,14.839815855026245,888,721,24,0.5724872940225356,5.104166666666667
6.692669881469905,14.839820623397827,888,721,24,0.5724873116165058,5.104166666666667
6.692672611302172,14.83982539176941,888,721,24,0.5724873292111867,5.104166666666667
6.692675341134525,14.839830160140991,888,721,24,0.5724873468065835,5.104166666666667
6.692678070966959,14.839834928512573,888,721,24,0.5724873644026941,5.104166666666667
6.6926808007994785,14.839839696884155,888,721,24,0.5724873819995171,5.104166666666667
6.692683530632082,14.839844465255737,888,721,24,0.5724873995970514,5.104166666666667
6.692686260464769,14.83984923362732,888,721,24,0.5724874171953013,5.104166666666667
6.6926889902975395,14.839854001998901,888,721,24,0.5724874347942616,5.104166666666667
6.692691720130395,14.839858770370483,888,721,24,0.5724874523939374,5.104166666666667
6.6926944499633345,14.839863538742065,888,721,24,0.5724874699943265,5.104166666666667
6.692697179796357,14.839868307113647,888,721,24,0.5724874875954239,5.104166666666667
6.6926999096294635,14.83987307548523,888,721,24,0.5724875051972406,5.104166666666667
6.692702639462655,14.839877843856812,888,721,24,0.5724875227997637,5.104166666666667
6.692705369295929,14.839882612228394,888,721,24,0.5724875404030045,5.104166666666667
6.6927080991292875,14.839887380599976,888,721,24,0.5724875580069583,5.104166666666667
6.69271082896273,14.839892148971558,888,721,24,0.5724875756116243,5.104166666666667
6.692713558796257,14.83989691734314,888,721,24,0.5724875932170042,5.104166666666667
6.6927162886298674,14.839901685714722,888,721,24,0.572487610823098,5.104166666666667
6.692719018463562,14.839906454086304,888,721,24,0.5724876284299032,5.104166666666667
6.69272174829734,14.839911222457886,888,721,24,0.5724876460374215,5.104166666666667
6.692724478131203,14.839915990829468,888,721,24,0.5724876636456551,5.104166666666667
6.69272720796515,14.83992075920105,888,721,24,0.5724876812545974,5.104166666666667
6.69272993779918,14.839925527572632,888,721,24,0.5724876988642552,5.104166666666667
6.692732667633294,14.839930295944214,888,721,24,0.5724877164746274,5.104166666666667
6.692735397467492,14.839935064315796,888,721,24,0.5724877340857121,5.104166666666667
6.692738127301773,14.839939832687378,888,721,24,0.5724877516975113,5.104166666666667
6.6927408571361395,14.83994460105896,888,721,24,0.572487769310021,5.104166666666667
6.69274358697059,14.839949369430542,888,721,24,0.5724877869232459,5.104166666666667
6.692746316805124,14.839954137802124,888,721,24,0.5724878045371836,5.104166666666667
6.692749046639742,14.839958906173706,888,721,24,0.5724878221518327,5.104166666666667
6.692751776474444,14.839963674545288,888,721,24,0.5724878397671989,5.104166666666667
6.692754506309231,14.83996844291687,888,721,24,0.5724878573832747,5.104166666666667
6.692757236144101,14.839973211288452,888,721,24,0.5724878750000658,5.104166666666667
6.692759965979055,14.839977979660034,888,721,24,0.5724878926175694,5.104166666666667
6.6927626958140936,14.839982748031616,888,721,24,0.5724879102357862,5.104166666666667
6.692765425649215,14.839987516403198,888,721,24,0.5724879278547172,5.104166666666667
6.692768155484421,14.83999228477478,888,721,24,0.5724879454743618,5.104166666666667
6.692770885319711,14.839997053146362,888,721,24,0.5724879630947158,5.104166666666667
6.692773615155086,14.840001821517944,972,805,24,0.5724879807105709,5.104166666666667
6.692776344990544,14.840006589889526,972,805,24,0.5724879983323533,5.104166666666667
6.692779074826086,14.840011358261108,972,805,24,0.572488015954854,5.104166666666667
6.6927818046617125,14.84001612663269,972,805,24,0.5724880335780642,5.104166666666667
6.692784534497423,14.840020895004272,972,805,24,0.5724880512019898,5.104166666666667
6.692787264333217,14.840025663375854,972,805,24,0.5724880688266276,5.104166666666667
6.692789994169095,14.840030431747437,972,805,24,0.5724880864519822,5.104166666666667
6.6927927240050575,14.840035200119019,972,805,24,0.5724881040780456,5.104166666666667
6.6927954538411045,14.8400399684906,972,805,24,0.5724881217048244,5.104166666666667
6.692798183677234,14.840044736862183,972,805,24,0.5724881393323179,5.104166666666667
6.692800913513449,14.840049505233765,972,805,24,0.5724881569605229,5.104166666666667
6.692803643349747,14.840054273605347,972,805,24,0.572488174589444,5.104166666666667
6.69280637318613,14.840059041976929,972,805,24,0.5724881922190731,5.104166666666667
6.692809103022596,14.84006381034851,972,805,24,0.5724882098494198,5.104166666666667
